strategy,params,sharpe,sortino,cumulative_pnl_pct,max_drawdown_pct,win_rate_pct,trades_triggered,profit_factor,status
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",-0.4065,-0.0745,-1.7208,2.4931,53.62,69,0.7749,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",-0.3424,-0.0595,-1.1052,1.9651,53.7,54,0.7715,ok
standard,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.0239,0.0073,0.0714,1.948,42.19,64,1.0155,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",-0.2961,-0.0546,-0.9884,1.8237,53.62,69,0.8199,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.254,0.0426,0.5714,0.6565,60.53,38,1.2519,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.217,0.0368,0.479,0.6565,58.54,41,1.2003,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.4576,0.0528,1.2282,0.3892,65.0,20,1.6913,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.471,0.0544,1.2653,0.36,66.67,21,1.712,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.5038,0.0583,1.132,0.4244,65.0,20,1.8279,ok
standard,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",-0.169,-0.048,-0.7099,2.6136,41.38,87,0.8946,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.5163,0.0598,1.1608,0.4,66.67,21,1.8488,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8817,0.1371,1.4192,0.2221,70.0,20,3.342,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8937,0.1391,1.4393,0.2221,71.43,21,3.3748,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.877,1.754,1.4204,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.8713,1.7426,1.3609,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8487,1.6974,1.2341,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8487,1.6974,1.2341,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",-0.3205,-0.0564,-1.437,2.6744,53.7,54,0.7928,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",-0.2984,-0.0555,-1.3955,2.5523,53.62,69,0.8286,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",-0.2937,-0.0514,-1.0138,1.9651,53.7,54,0.7978,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",-0.2414,-0.0446,-0.8584,1.8237,53.62,69,0.8485,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.2781,0.0473,0.6348,0.6565,60.53,38,1.2798,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.2421,0.0416,0.5424,0.6565,58.54,41,1.2267,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.5038,0.0595,1.577,0.5266,65.0,20,1.8109,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.5155,0.0609,1.6146,0.5266,66.67,21,1.83,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.5039,0.0578,1.2628,0.5019,65.0,20,1.8593,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.5151,0.0591,1.2916,0.5019,66.67,21,1.8788,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.8713,1.7426,1.3609,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8913,0.1436,1.486,0.2221,70.0,20,3.4514,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.903,0.1455,1.5062,0.2221,71.43,21,3.4841,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.877,1.754,1.4204,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.8607,1.7214,1.8108,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.8607,1.7214,1.8108,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.8553,1.7105,1.5306,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.8553,1.7105,1.5306,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8465,1.693,1.2509,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",-0.4213,-0.077,-2.6684,3.7257,53.62,69,0.7669,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8465,1.693,1.2509,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",-0.4257,-0.0726,-2.5407,3.906,53.7,54,0.7371,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",-0.3425,-0.0596,-1.6619,2.9377,53.7,54,0.7709,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",-0.2963,-0.0546,-1.4879,2.7279,53.62,69,0.8192,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.4582,0.0529,1.8448,0.5846,65.0,20,1.6915,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.1899,0.0343,0.6432,1.2279,56.82,44,1.1739,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.1522,0.0277,0.5046,1.2279,55.32,47,1.13,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.4716,0.0545,1.9008,0.54,66.67,21,1.7122,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.5042,0.0584,1.7001,0.6371,65.0,20,1.8281,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.5166,0.0598,1.7434,0.6,66.67,21,1.849,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8819,0.1372,2.1347,0.3331,70.0,20,3.3404,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8939,0.1391,2.165,0.3331,71.43,21,3.3731,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.877,1.7541,2.1352,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.8714,1.7427,2.0455,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.8714,1.7427,2.0455,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.877,1.7541,2.1352,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",-0.3207,-0.0564,-2.1639,3.9938,53.7,54,0.7921,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8488,1.6975,1.8545,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8488,1.6975,1.8545,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",-0.3327,-0.0618,-2.3329,3.8136,52.24,67,0.8075,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",-0.2939,-0.0514,-1.5271,2.9377,53.7,54,0.797,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",-0.2417,-0.0447,-1.2955,2.7279,53.62,69,0.8477,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.2146,0.0393,0.7383,1.2279,56.82,44,1.1995,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.1779,0.0328,0.5997,1.2279,55.32,47,1.1544,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.5043,0.0596,2.3698,0.7899,65.0,20,1.8112,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.5154,0.0592,1.9397,0.7528,66.67,21,1.8789,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.516,0.061,2.4265,0.7899,66.67,21,1.8303,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.5042,0.0579,1.8964,0.7528,65.0,20,1.8594,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8915,0.1436,2.2356,0.3331,70.0,20,3.4497,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.9031,0.1455,2.266,0.3331,71.43,21,3.4823,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.8608,1.7216,2.7235,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.8608,1.7216,2.7235,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.8553,1.7107,2.3011,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.8553,1.7107,2.3011,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8466,1.6932,1.8798,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8466,1.6932,1.8798,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",-0.4259,-0.0727,-3.3904,5.1853,53.7,54,0.7367,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",-0.3677,-0.0678,-3.0936,4.4583,52.24,67,0.7868,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.1873,0.0348,0.842,1.6788,58.33,48,1.1681,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",-0.3427,-0.0596,-2.2213,3.9039,53.7,54,0.7704,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",-0.3285,-0.0604,-2.1946,3.627,52.94,68,0.7997,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.1497,0.0279,0.6572,1.6788,56.86,51,1.1251,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.4588,0.053,2.4632,0.7804,65.0,20,1.6917,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.4722,0.0546,2.5381,0.72,66.67,21,1.7124,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.5045,0.0584,2.2694,0.8502,65.0,20,1.8283,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.5169,0.0599,2.3274,0.8,66.67,21,1.8491,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8821,0.1373,2.8542,0.4441,70.0,20,3.3389,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.8771,1.7542,2.8529,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8941,0.1392,2.8949,0.4441,71.43,21,3.3714,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.8771,1.7542,2.8529,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.8714,1.7428,2.7329,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.8714,1.7428,2.7329,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8488,1.6977,2.4772,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8488,1.6977,2.4772,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",-0.3209,-0.0565,-2.8962,5.3012,53.7,54,0.7914,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",-0.3105,-0.0578,-2.8784,4.5751,53.03,66,0.8123,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",-0.2942,-0.0515,-2.0446,3.9038,53.7,54,0.7962,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",-0.2602,-0.0483,-1.8723,3.6269,52.24,67,0.8331,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.2121,0.0399,0.9691,1.6788,58.33,48,1.1932,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.1754,0.0332,0.7841,1.6788,56.86,51,1.1492,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.5045,0.0579,2.5314,1.0037,65.0,20,1.8596,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.5048,0.0597,3.1655,1.0532,65.0,20,1.8115,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.5147,0.0608,3.2299,1.0532,66.67,21,1.8277,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.5156,0.0592,2.5895,1.0037,66.67,21,1.879,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8917,0.1437,2.9895,0.4441,70.0,20,3.4478,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.9033,0.1456,3.0302,0.4441,71.43,21,3.4803,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 5}",0.8609,1.7218,3.6411,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_concurrent_trades': 10}",0.8609,1.7218,3.6411,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 5}",0.8554,1.7108,3.0751,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 10}",0.8467,1.6933,2.5111,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.8554,1.7108,3.0751,0.0,100.0,4,0.0,ok
standard,"{'prob_threshold': 0.4, 'kelly_multiplier': 0.8, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_concurrent_trades': 5}",0.8467,1.6933,2.5111,0.0,100.0,4,0.0,ok
