strategy,params,sharpe,sortino,cumulative_pnl_pct,max_drawdown_pct,win_rate_pct,trades_triggered,profit_factor,status
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.2356,-0.007,-0.3055,0.542,66.67,3,0.4363,ok
standard,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.4, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_concurrent_trades': 10}",0.5737,0.1642,1.523,0.6245,50.0,50,1.678,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.6055,1.211,0.1937,0.0,100.0,2,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0704,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.6055,1.211,0.1937,0.0,100.0,2,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0498,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0498,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0498,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0292,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0292,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0292,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0292,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.2356,-0.007,-0.3055,0.542,66.67,3,0.4363,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.036,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.036,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.036,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.036,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0158,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0704,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0158,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0498,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0158,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0158,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.6, 'kelly_cap': 0.3, 'profit_threshold': 0.07, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.112,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.0651,-0.0022,-0.1317,0.72,66.67,3,0.817,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.0651,-0.0022,-0.1317,0.72,66.67,3,0.817,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.112,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.1106,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.1106,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.1642,-0.0051,-0.331,0.8,66.67,3,0.5862,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.1642,-0.0051,-0.331,0.8,66.67,3,0.5862,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0825,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0825,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",-0.2356,-0.007,-0.4079,0.7227,66.67,3,0.4356,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.05, 'hard_stop_loss': 0.035, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",-0.2356,-0.007,-0.4079,0.7227,66.67,3,0.4356,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0938,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.6055,1.211,0.2584,0.0,100.0,2,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0938,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.025, 'max_quantile_spread': 0.15, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.6055,1.211,0.2584,0.0,100.0,2,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 5}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.1, 'max_iv': 70.0, 'max_concurrent_trades': 10}",0.0,0.0,0.0,0.0,0.0,0,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 5}",0.4437,0.8874,0.0664,0.0,100.0,1,0.0,ok
confluence_sniper,"{'prob_threshold': 0.3, 'kelly_multiplier': 0.8, 'kelly_cap': 0.2, 'profit_threshold': 0.06, 'hard_stop_loss': 0.03, 'max_quantile_spread': 0.15, 'max_iv': 55.0, 'max_concurrent_trades': 10}",0.4437,0.8874,0.0664,0.0,100.0,1,0.0,ok
